"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","videoLink","document1","document1Name","document2","document2Name","amenities","featured","googleMapsUrl"
"137","Edible Landscaping","edible-landscaping","Farms & Orchards","experience","Afton","Located high in the foothills of the Blue Ridge Mountains, you'll find plants and trees that produce edible food – berries, nuts, fruits, herbs; items that we distribute worldwide. Nursery specializing in edible landscaping plants—fruit trees, berries, vines, and herbs—grown without herbicides and shipped nationwide.","","","https://ik.imagekit.io/OE/nelson-county/listings/edible-landscaping-image1_nVFTmhRf7","Hand picking ripe blackberries from bush with green leaves.","","","","","","","","","(434) 361-9134","361 Spirit Ridge Lane, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920","","","","","","Organic; Order Pickup; Farm; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=361%20Spirit%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920"
"138","Fitzgerald Farms","fitzgerald-farms","Farms & Orchards","experience","Arrington","Fitzgerald Farms roadside stand offering summer sweet corn, fall pumpkin picking, and wholesale produce from the Rockfish Valley. Pick-Your-Own Pumpkins during the fall season and sweet corn during the summer.","","","https://ik.imagekit.io/OE/nelson-county/listings/fitzgerald-farms-image1_XtoAg2MWJ","Child sitting among numerous bright orange pumpkins, wearing pink overalls.","","","","","","","","","(434) 277-8047","4850 Tye Brook Highway, Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922","","","","","","Farm; Desserts; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=4850%20Tye%20Brook%20Highway%2C%20Arrington%2C%20VA%2022922"
"139","Fitzgerald's Orchard","fitzgeralds-orchard","Farms & Orchards","experience","Tyro","Discover Fitzgerald's Orchard, a charming family-run farm nestled near Tyro, Virginia. Each harvest season, we proudly offer a delightful selection of classic Virginia apples, including Fuji, Rome, and Pink Lady, all handpicked for quality and flavor. Join us for a memorable experience as you explore our orchard and enjoy the beauty of the countryside, perfect for family outings and apple picking adventures.","","","https://ik.imagekit.io/OE/nelson-county/listings/fitzgerald-s-orchard-image1_NO_6fucxa","Red and yellow apples on leafy tree branch under blue sky.","","","","","","","","","(434) 277-5798","728 Harpers Creek Lane, Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976","","","","","","Seasonal Menu; Farm; Scenic Views; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=728%20Harpers%20Creek%20Lane%2C%20Tyro%2C%20VA%2022976"
"141","Hungry Hill Farm","hungry-hill-farm","Farms & Orchards","experience","Shipman","Our farm is open year around for visitors and groups. Honey-centric Hungry Hill Farm offering raw honey, bee supplies, mushroom workshops, and farm tours by appointment.","","","https://ik.imagekit.io/OE/nelson-county/listings/hungry-hill-farm-image1_N-4ZiI8f5","Bee sipping liquid from glass rim, close-up, detailed, blurred background.","","","","","","","","","(434) 263-5336","89 Williamstown Road, Shipman, VA 22971","josh","","","https://www.google.com/maps/dir/?api=1&destination=89%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971","","","","","","Farm; Retail","false","https://www.google.com/maps/dir/?api=1&destination=89%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971"
"143","Lost Point Farm","lost-point-farm","Farms & Orchards","community","Arrington","Small herb and produce farm perched over the Tye River supplying chemical-free harvests to the Arrington community by appointment.","","","https://ik.imagekit.io/OE/nelson-county/listings/lost-point-farm-image1_ysMce9Xxm","White flowers in front of wooden cabin surrounded by lush greenery.","","","","","","","","","(434) 263-7015","Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922","","","","","","Order Pickup; Scenic Views; Farm; Local Ingredients; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922"
"145","Pharsalia","pharsalia","Farms & Orchards","experience","Tyro","Discover the historic Pharsalia estate, built in 1814 by William Massie, nestled in the picturesque landscape of Nelson County, Virginia. This stunning venue offers breathtaking views, charming gardens, and original outbuildings, making it an ideal setting for weddings, group tours, and floral workshops. Immerse yourself in the beauty of our working orchards while experiencing the rich heritage of this remarkable property.","","","https://ik.imagekit.io/OE/nelson-county/listings/pharsalia-image1_cVhWdTBSo","White house surrounded by colorful trees, with mountains in the background.","","","","","","","","","(434) 277-5231","2333 Pharsalia Road, Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=2333%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976","","","","","","Events; Farm; Scenic Views; Retail; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=2333%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976"
"146","Robinia Institute","robinia-institute","Farms & Orchards","experience","Wingina","Robinia Institute at Timshel Wildland offers regenerative agriculture education, grazing intensives, and consulting on a 400-acre conservation site.","","","https://ik.imagekit.io/OE/nelson-county/listings/robinia-institute-image1_neYzCA4xW","Person in hat tending plants in a lush green field.","","","","","","","","","(330) 310-1475","530 James River Road, Wingina, VA 24599","josh","","","https://www.google.com/maps/dir/?api=1&destination=530%20James%20River%20Road%2C%20Wingina%2C%20VA%2024599","","","","","","Educational; Retail; Farm; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=530%20James%20River%20Road%2C%20Wingina%2C%20VA%2024599"
"147","Rose Isle Farm","rose-isle-farm","Farms & Orchards","experience","Roseland","Rose Isle Farm collaborates with a local brewery to produce premium 'beer-fed' beef, enhancing sustainable practices in animal husbandry. By utilizing spent mash from the brewery, the farm creates a unique and eco-friendly approach to cattle raising. Visitors can enjoy direct sales of this exceptional beef by appointment, showcasing the harmonious blend of local agriculture and craft brewing in Nelson County. Experience the taste of innovation and sustainability at Rose Isle Farm.","","","https://ik.imagekit.io/OE/nelson-county/listings/rose-isle-farm-image1_t283CgSR-","Farm with silo, red roofs, green fields, and hazy mountains in the background.","","","","","","","","","(434) 277-8574","329 Crabtree Falls Highway, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=329%20Crabtree%20Falls%20Highway%2C%20Roseland%2C%20VA%2022967","","","","","","Beer; Farm; Local Ingredients; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=329%20Crabtree%20Falls%20Highway%2C%20Roseland%2C%20VA%2022967"
"148","Seamans' Orchard","seamans-orchard","Farms & Orchards","experience","Roseland","Nestled at the foot of the Blue Ridge Mountains, Seamans' Orchard is a fourth generation farm. The farm grows the finest apples, blueberries, cherries, and strawberries mother nature will allow.","","","https://ik.imagekit.io/OE/nelson-county/listings/seamans-orchard-image1__NNqdOH0h","Cherries, blueberries, strawberries in clear containers on a wooden table.","","","","","","","","","(434) 277-8130","415 Dark Hollow Road, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=415%20Dark%20Hollow%20Road%2C%20Roseland%2C%20VA%2022967","","","","","","Farm; Market; Scenic Views; Family Friendly","false","https://www.google.com/maps/dir/?api=1&destination=415%20Dark%20Hollow%20Road%2C%20Roseland%2C%20VA%2022967"
"149","Silver Creek and Seamans' Orchards","silver-creek-and-seamans-orchards","Farms & Orchards","experience","Roseland","The packing shed offers Empire, Gala, Jonathan, Red and Golden Delicious, York, Winesap, Red Rome, Stayman, Pippin, Jonagold and Pink Lady apples. Silver Creek & Seamans' Orchards packing shed selling heirloom apple varieties plus cider, apple butter, honey, and pumpkins.","","","https://ik.imagekit.io/OE/nelson-county/listings/silver-creek-and-seamans-orchards-image1_pv2iDWEdx","Crates of colorful apples displayed inside a rustic market setting.","","","","","","","","","(434) 277-5824","5529 Crabtree Falls Highway, Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=5529%20Crabtree%20Falls%20Highway%2C%20Tyro%2C%20VA%2022976","","","","","","Cider; Local Ingredients; Events; Farm; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=5529%20Crabtree%20Falls%20Highway%2C%20Tyro%2C%20VA%2022976"
"150","Silver Creek Orchards","silver-creek-orchards","Farms & Orchards","experience","Tyro","Silver Creek Orchards is a seventh generation family owned farm that offers over 20 varieties of apples, as well as wine grapes and beef cattle. Seventh-generation Silver Creek Orchards opens for pick-your-own apples on select weekends with more than 20 varieties and scenic mountain views.","","","https://ik.imagekit.io/OE/nelson-county/listings/silver-creek-orchards-image1_jTNIexbgs","Crates filled with red apples in sunlight, stacked outdoors.","","","","","","","","","(434) 277-5865","3679 Pharsalia Road, Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=3679%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976","","","","","","Farm; Family Friendly; Scenic Views; Events","false","https://www.google.com/maps/dir/?api=1&destination=3679%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976"
"151","Silver Fox Lavender Farm","silver-fox-lavender-farm","Farms & Orchards","experience","Nellysford","Our annual Lavender Festival will be held in June when our lavender field is in full bloom! Silver Fox Lavender Farm hosts June lavender festival weekends, farm workshops, yoga, and a barn venue for micro weddings and events.","","","https://ik.imagekit.io/OE/nelson-county/listings/silver-fox-lavender-farm-image1_OhRtsVHYZ","Barn and field under cloudy sky with mountain in background.","","","","","","","","","(540) 903-2750","877 Glenthorne Loop, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=877%20Glenthorne%20Loop%2C%20Nellysford%2C%20VA%2022958","","","","","","Events; Farm; Retail","false","https://www.google.com/maps/dir/?api=1&destination=877%20Glenthorne%20Loop%2C%20Nellysford%2C%20VA%2022958"
"152","The Apple Shed","the-apple-shed","Farms & Orchards","experience","Lovingston","Discover a delightful selection of fresh, locally grown apples and pumpkins at The Apple Shed. Our farm invites you to pick your own produce, ensuring a fun and memorable experience for families and friends alike. Enjoy seasonal activities, farm tours, and the chance to learn about sustainable farming practices. Join us for a taste of the harvest and create lasting memories in the heart of nature.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-apple-shed-image1_qF6IcNkNQ","Red sign with white apple design, text reads 'The Apple Shed.'","","","","","","","","","(434) 263-8843","14815 Thomas Nelson Highway, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=14815%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949","","","","","","Market; Seasonal Menu; Local Ingredients; Farm","false","https://www.google.com/maps/dir/?api=1&destination=14815%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949"
"153","Tinkerland Farm","tinkerland-farm","Farms & Orchards","experience","Roseland","Tinkerland Farm is a family farm located across the road from Bryant Ln on Rt 151 in Nelson County, Virginia.","","","https://ik.imagekit.io/OE/nelson-county/listings/tinkerland-farm-image1_GJCn3JIgk","Roasted chestnuts with golden interior on blue background.","","","","","","","","","(434) 277-3600","Bryant Lane & Route 151, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Bryant%20Lane%20%26%20Route%20151%2C%20Roseland%2C%20VA%2022967","","","","","","Farm; Seasonal Menu; Family Friendly; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=Bryant%20Lane%20%26%20Route%20151%2C%20Roseland%2C%20VA%2022967"
"154","Turnip the Beets Farm","turnip-the-beets-farm","Farms & Orchards","community","Gladstone","Our small farm business is owned and operated by Shane and Beverly Spanninger. Turnip the Beets Farm grows chemical-free flowers and produce, offering CSA deliveries, farmers market booths, and event florals.","","","https://ik.imagekit.io/OE/nelson-county/listings/turnip-the-beets-farm-image1_V-DMMdF30q","Assorted colorful tomatoes in blue cartons at a market.","","","","","","","","","(434) 944-9467","110 Boltons Place, Gladstone, VA 24553","josh","","","https://www.google.com/maps/dir/?api=1&destination=110%20Boltons%20Place%2C%20Gladstone%2C%20VA%2024553","","","","","","Market; Events; Farm; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=110%20Boltons%20Place%2C%20Gladstone%2C%20VA%2024553"
"155","Virginia Chestnuts","virginia-chestnuts","Farms & Orchards","experience","Shipman","We're providers of quality, Virginia-grown chestnuts, located in beautiful Nelson County. Our orchard is maturing and so is our production.","","","https://ik.imagekit.io/OE/nelson-county/listings/virginia-chestnuts-image1_ZMRjy4HK4","Young trees in a grassy field, mountains in the background under blue sky.","","","","","","","","","(434) 277-3600","5990 Wheeler Cove Road, Shipman, VA 22971","josh","","","https://www.google.com/maps/dir/?api=1&destination=5990%20Wheeler%20Cove%20Road%2C%20Shipman%2C%20VA%2022971","","","","","","Farm; Seasonal Menu; Family Friendly; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=5990%20Wheeler%20Cove%20Road%2C%20Shipman%2C%20VA%2022971"
