id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
120,Brent Manor Vineyards,brent-manor-vineyards,Vineyards & Wineries,taste,Faber,"Brent Manor Vineyards is a boutique winery located in the picturesque hills of Nelson County, just south of Charlottesville. Known for its exceptional Virginia-grown wines, the tasting room also features a rotating selection of delightful Portuguese varietals, offering a unique blend of local charm and international taste. Enjoy stunning vineyard views as you sip and savor in a cozy atmosphere.",,,https://ik.imagekit.io/OE/nelson-county/listings/brent-manor-vineyards-image1_el5haOFHc,"Modern house with stone columns, metal roof, and cloudy sky background.",,,,,,,,https://www.brentmanorvineyards.com/,(434) 826-0722,"100 Brent Manor Lane, Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=100%20Brent%20Manor%20Lane%2C%20Faber%2C%20VA%2022938,,,,,,,,,,,,,,Wine; Tastings; Retail; Events; Farm,false,https://www.google.com/maps/dir/?api=1&destination=100%20Brent%20Manor%20Lane%2C%20Faber%2C%20VA%2022938
121,Caihailian Vineyard,caihailian-vineyard,Vineyards & Wineries,taste,Roseland,"Caihailian Vineyard, a 2.5-acre family-run micro-vineyard in the Monticello AVA, is located on the scenic route to Wintergreen Resort, southwest of Charlottesville. Owned by Bob and Anne Ramsey, the vineyard is named after their three wonderful children. Visit when the flags are flying or schedule an appointment for a tasting that showcases their exceptional wines and warm hospitality.",,,https://ik.imagekit.io/OE/nelson-county/listings/caihailian-vineyard-image1_-u3-ITjD2,"Vineyard with green vines, trees, mountains under blue sky with clouds.",,,,,,,,,,"872 Beech Grove, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=872%20Beech%20Grove%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Wine; Retail; Family Friendly; Farm; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=872%20Beech%20Grove%2C%20Roseland%2C%20VA%2022967
122,Cardinal Point Winery,cardinal-point-winery,Vineyards & Wineries,taste,Afton,"Cardinal Point Winery is a family-owned vineyard set against the stunning backdrop of the Blue Ridge Mountains. Inspired by their time in Germany, Paul and Ruth Gorman share their passion for Riesling through exquisite tastings and tours of their vineyards. Visit their tasting room at 9423 Batesville Rd, Afton, VA, and learn about the winery's unique name and the story behind the label.",,,https://ik.imagekit.io/OE/nelson-county/listings/cardinal-point-winery-image1_kGIpRRfXg,"Wine bottles and glass on barrel table, plant and book beside.",,,,,,,,https://www.cardinalpointwinery.com/,(540) 456-8400,"9423 Batesville Rd, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=9423%20Batesville%20Rd%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Family Friendly; Farm; Live Music; Meeting Planners; Scenic Views; Tastings; Wine,false,https://www.google.com/maps/dir/?api=1&destination=9423%20Batesville%20Rd%2C%20Afton%2C%20VA%2022920
123,Flying Fox Vineyards,flying-fox-vineyards,Vineyards & Wineries,taste,Afton,"Flying Fox Vineyards is a boutique winery in Afton, VA, dedicated to honoring the emerging Virginia wine industry with authentic expressions of varietal character. Since 2006, we’ve been crafting a consistent portfolio of premium wines that let the fruit shine, including our award-winning seasonal vermouth and the playful Sly Fox series. Each sip captures a moment in time and place, inviting you to explore the true essence of Virginia winemaking.",,,https://ik.imagekit.io/OE/nelson-county/listings/flying-fox-vineyards-image1_QyaP87PFD,Winery building facade with large mural and outdoor seating at night.,,,,,,,,https://www.flyingfoxvineyard.com/,(434) 361-1692,"10368 Critzer Shop Rd, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=10368%20Critzer%20Shop%20Rd%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Tastings; Seasonal Menu; Outdoor Seating; Wine; Farm,false,https://www.google.com/maps/dir/?api=1&destination=10368%20Critzer%20Shop%20Rd%2C%20Afton%2C%20VA%2022920
124,Hill Top Winery & Meadery,hill-top-winery-meadery,Vineyards & Wineries,taste,Nellysford,"Hill Top Winery & Meadery is a hidden gem in Nellysford, VA, specializing in unique wines crafted from fruits other than grapes, along with traditional honey meads since 1998. Our “True to the Fruit” selections offer a rich tasting experience, celebrating fermented beverages enjoyed by ancient cultures worldwide. Visit us at 2800 Berry Hill Road for a delightful exploration of flavors.",,,https://ik.imagekit.io/OE/nelson-county/listings/hill-top-winery-meadery-image1_ne-tv5TEE,"Wine bottle, strawberries, and wine glasses arranged on a wooden board with cheese knives.",,,,,,,,,(434) 361-1266,"2800 Berry Hill Road, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=2800%20Berry%20Hill%20Road%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Desserts; Farm; Local Ingredients; Scenic Views; Tastings; Wine,false,https://www.google.com/maps/dir/?api=1&destination=2800%20Berry%20Hill%20Road%2C%20Nellysford%2C%20VA%2022958
125,Lovingston Winery,lovingston-winery,Vineyards & Wineries,taste,Lovingston,"Lovingston Winery is a family-owned estate winery in the picturesque Blue Ridge Mountains, established in 2003. Originally a residence built in 1906, the property has transformed into a thriving vineyard focusing on Bordeaux varietals like Merlot and Cabernet Franc. With additional offerings of Petit Verdot, Chambourcin, and several whites, the winery remains committed to meticulous cultivation and care in its vineyards. Visit us at 885 Freshwater Cove, Lovingston, VA, for a taste of our handcrafted wines.",,,https://ik.imagekit.io/OE/nelson-county/listings/lovingston-winery-image1_fP7hZ7487,Two wine bottles on wooden table with red flowers in background.,,,,,,,,https://www.lovingstonwinery.com/,(434) 263-8467,"885 Freshwater Cove, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=885%20Freshwater%20Cove%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Scenic Views; Wine; Farm; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=885%20Freshwater%20Cove%2C%20Lovingston%2C%20VA%2022949
126,Mountain and Vine Winery,mountain-and-vine-winery,Vineyards & Wineries,taste,Faber,"Nestled in the stunning Monticello AVA wine region, Mountain and Vine Winery offers breathtaking views and a unique terraced vineyard experience just 30 minutes from Charlottesville. Enjoy wine tastings featuring a variety of selections, from Merlot to Petit Manseng, and relax with family by the lake or at one of our special events that include food pairings and delightful French crêpes.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-and-vine-winery-image1_YUi_3GXtY,"Lush green landscape with hills, house, pond, and cloudy sky backdrop.",,,,,,,,https://www.mountainandvine.com/,(434) 263-6100,"500 DelFosse Winery Lane, Faber, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=500%20DelFosse%20Winery%20Lane%2C%20Faber%2C%20VA%2022938,,,,,,,,,,,,,,Family Friendly; Farm; Meeting Planners; Tastings; Wine,false,https://www.google.com/maps/dir/?api=1&destination=500%20DelFosse%20Winery%20Lane%2C%20Faber%2C%20VA%2022938
127,Mountain Cove Vineyards & Winery,mountain-cove-vineyards-winery,Vineyards & Wineries,taste,Lovingston,"Mountain Cove Vineyards & Winery, Virginia’s oldest winery, sits beside The Nature Conservancy’s Fortunes Cove Preserve. Enjoy our exquisite local wines in shaded picnic areas or explore scenic hiking and biking trails. With RV-friendly sites, nearby dining, and charming accommodations, it’s a perfect spot for a relaxing getaway in Nelson County.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-cove-vineyards-winery-image1_nMIHMYkXF,"Wooden cabin with red roof, green vines, and empty chairs outside.",,,,,,,,https://www.facebook.com/MountainCoveVineyards/,(434) 263-5392,"1365 North Amherst Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=1365%20North%20Amherst%20Hwy%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Family Friendly; Farm; Local Ingredients; Meeting Planners; Picnic Area; Scenic Views; Tastings; Wine,false,https://www.google.com/maps/dir/?api=1&destination=1365%20North%20Amherst%20Hwy%2C%20Lovingston%2C%20VA%2022949
128,Valley Road Vineyards,valley-road-vineyards,Vineyards & Wineries,taste,Afton,"Discover Valley Road Vineyards in Afton, Virginia, a charming winery founded in 2015 by a group of friends united by a passion for wine and the beauty of Virginia. Nestled in the picturesque Rockfish Valley, this winery offers lawn seating and stunning views, perfect for enjoying their handcrafted wines. Visit for a delightful tasting experience and savor the essence of the Monticello Viticulture Area.",,,https://ik.imagekit.io/OE/nelson-county/listings/valley-road-vineyards-image1_zzVQeEY7N,Green hills with scattered houses and red barns under a clear sky.,,,,695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,https://www.valleyroadwines.com/,(540) 456-6350,"9264 Critzers Shop Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=9264%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Farm; Fishing; Tastings; Wine,true,https://www.google.com/maps/dir/?api=1&destination=9264%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920
129,Veritas Vineyards & Winery,veritas-vineyards-winery,Vineyards & Wineries,taste,Afton,"Veritas Vineyards & Winery, located in Afton, VA, blends classic viticulture with cutting-edge technology to showcase the unique character of its land. Known for wines that reflect the essence of their vineyard, visitors can enjoy stunning views while tasting a range of distinctive varietals. The philosophy of ""In Vino Veritas"" resonates here, where each bottle tells the story of the soil and climate.",,,https://ik.imagekit.io/OE/nelson-county/listings/veritas-vineyards-winery-image1_nHivj3-nt,"Lush vineyards with white houses, mountains in background, under a clear blue sky.",,,,,,,,https://veritaswines.com/,(540) 456-8000,"151 Veritas Lane, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=151%20Veritas%20Lane%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Farm; Meeting Planners; Outdoor Seating; Scenic Views; Tastings; Wine,false,https://www.google.com/maps/dir/?api=1&destination=151%20Veritas%20Lane%2C%20Afton%2C%20VA%2022920
62,Chestnut Springs Trail,chestnut-springs-trail,Hikes & Trails,outdoor,Wintergreen Resort,"Chestnut Springs Trail is a moderate 1.1-mile loop that starts at Shamokin Gorge. As you hike, you'll transition from lush rhododendrons to oak-hickory forests, crossing charming streams along the way. In April, keep an eye out for vibrant wildflowers like bloodroot and violets blooming at the southern end. Just a short drive from Wintergreen, it’s an ideal retreat for nature enthusiasts.",,,https://ik.imagekit.io/OE/nelson-county/listings/chestnut-springs-trail-image1_QehjN4ktm,Wooden trail sign with engraved text surrounded by lush green foliage.,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Hiking; Biking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
63,Crabtree Falls,crabtree-falls,Hikes & Trails,outdoor,Montebello,"Experience the stunning Crabtree Falls in Nelson County, Virginia, where five major cascades plunge a total of 1,200 feet. Just off the Blue Ridge Parkway, the accessible lower overlook is perfect for all ages, while a moderate 3-mile trail leads to breathtaking upper vistas. Enjoy nature, but remember to stay on the trail for safety!",,,https://ik.imagekit.io/OE/nelson-county/listings/crabtree-falls-image1_IXQ2lOEKu,Waterfall cascading over rocks surrounded by lush green foliage.,,,,,,,,,,"11581 Crabtree Falls Highway, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=11581%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,,,,,,Overview,"<p>Crabtree Falls is one of the most well-known waterfall hikes in Virginia, featuring a series of cascading waterfalls that descend more than 1,200 feet along the eastern slope of the Blue Ridge Mountains. The trail follows Crabtree Creek through a steep, wooded gorge and offers multiple designated viewpoints of the falls.</p><p>The site is managed as a protected natural area and is valued for both its scenic beauty and its challenging terrain.</p>",Trail Experience,"<p>The main trail to Crabtree Falls is approximately <strong>3 miles round-trip</strong> and is considered <strong>strenuous</strong>. The route is steep and rocky, with uneven footing, exposed roots, and narrow sections along the gorge.</p><p>Elevation gain is significant, especially on the return hike uphill, and the trail requires good physical condition and sturdy footwear.</p>",Safety Information,"<p>Crabtree Falls has a history of serious accidents, often caused by visitors leaving the marked trail or climbing on wet rocks near the water. Staying on designated paths and observing posted warnings is essential.</p><p>Visitors should never attempt to climb the falls or cross barriers placed for safety.</p>",Planning Your Visit,"<p>Due to the difficulty of the trail, Crabtree Falls is best suited for experienced hikers. Visitors should allow adequate time for the hike, carry water, and be prepared for changing weather conditions.</p><p>Practicing Leave No Trace principles helps protect both visitors and the natural environment.</p>",Scenic Views; Parking; Biking; Hiking; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=11581%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
64,Devils Knob Trail,devils-knob-trail,Hikes & Trails,outdoor,Wintergreen Resort,"Embark on a 0.6-mile moderate hike along the Devils Knob Trail, starting at the Blue Ridge Overlook. Navigate through stunning Catoctin greenstone ledges adorned with vibrant spring blooms like phacelia and saxifrage. Enjoy scenic views of Pond Hollow and excellent birdwatching opportunities, making this trail a perfect escape for nature lovers.",,,https://ik.imagekit.io/OE/nelson-county/listings/devils-knob-trail-image1_9-WjX9SyQ,Rocky forest trail with scattered sunlight filtering through green foliage.,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Scenic Views; Biking; Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
65,Fortune's Cove Nature Preserve,fortunes-cove-nature-preserve,Hikes & Trails,outdoor,Lovingston,"Fortune's Cove Nature Preserve offers a challenging 5.3-mile loop trail that ascends 1,500 feet through stunning rocky glades and rare plant communities. Located in Lovingston, VA, the trail rewards adventurous hikers with breathtaking mountain vistas. For a shorter option, the 3.7-mile Lower Loop provides a less strenuous alternative. Open year-round, dawn to dusk.",,,https://ik.imagekit.io/OE/nelson-county/listings/fortune-s-cove-nature-preserve-image1__i7ZniCv5,"Trail sign on curved tree, surrounded by dense green forest.",,,,,,,,,(434) 977-4837,"1920 Fortune's Cove Lane, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=1920%20Fortune%E2%80%99s%20Cove%20Lane%2C%20Lovingston%2C%20VA%2022949,,,,,,Overview,<p>Fortune’s Cove Nature Preserve protects a rugged section of forested land along the Maury River and offers a network of hiking trails through diverse natural habitats.</p><p>The preserve is managed for conservation and low-impact recreation.</p>,Trail Experience,"<p>Trails within the preserve range from <strong>moderate to strenuous</strong> and include rocky terrain, elevation changes, and river views.</p><p>Routes vary in length and can be combined for longer hikes.</p>",Safety & Stewardship,"<p>Because of steep terrain and natural hazards, visitors should remain on designated trails and follow posted guidance.</p><p>Practicing Leave No Trace principles helps protect sensitive habitats.</p>",Planning Your Visit,"<p>The preserve is best suited for experienced hikers. Visitors should plan ahead, bring adequate supplies, and be prepared for limited facilities.</p>",Hiking; Biking,false,https://www.google.com/maps/dir/?api=1&destination=1920%20Fortune%E2%80%99s%20Cove%20Lane%2C%20Lovingston%2C%20VA%2022949
